	evaluation_mode	train_size	validation_unbalance_rate	use_scale_free_distribution	validation_sample_only_edges_with_heterogeneous_node_types	balanced_accuracy	negative_predictive_value	prevalence	miss_rate	markedness	false_omission_rate	f1_score	matthews_correlation_coefficient	fall_out	prevalence_threshold	false_discovery_rate	specificity	informedness	diagnostic_odds_ratio	accuracy	positive_likelyhood_ratio	fowlkes_mallows_index	recall	negative_likelyhood_ratio	threat_score	precision	auroc	auprc	time_required_for_training	time_required_for_evaluation	time	task_name	model_name	library_name	graph_name	nodes_number	edges_number	evaluation_schema	holdout_number	holdouts_kwargs	use_subgraph_as_support	number_of_threads	python_version	platform	number_of_holdouts	number_of_slurm_nodes	time_required_to_compute_constant_node_features	time_required_to_compute_constant_node_type_features	time_required_to_compute_constant_edge_features	time_required_for_setting_up_holdout	time_required_to_compute_node_features	time_required_to_compute_node_type_features	time_required_to_compute_edge_type_features	time_required_to_compute_edge_features	features_names	('model_parameters', 'random_state')	('model_parameters', 'edge_features')	('model_parameters', 'edge_embeddings')	('model_parameters', 'cooccurrence_iterations')	('model_parameters', 'cooccurrence_window_size')	('model_parameters', 'number_of_epochs')	('model_parameters', 'number_of_edges_per_mini_batch')	('model_parameters', 'sample_only_edges_with_heterogeneous_node_types')	('model_parameters', 'learning_rate')	('model_parameters', 'first_order_decay_factor')	('model_parameters', 'second_order_decay_factor')	('model_parameters', 'avoid_false_negatives')	('model_parameters', 'use_scale_free_distribution')	('features_parameters', 'random_state')	('features_parameters', 'embedding_size')	('features_parameters', 'epochs')	('features_parameters', 'learning_rate')	('features_parameters', 'learning_rate_decay')	('features_parameters', 'avoid_false_negatives')	('features_parameters', 'use_scale_free_distribution')	('features_parameters', 'node_embedding_path')	('features_parameters', 'dtype')	('features_parameters', 'verbose')	('features_parameters', 'contextual_node_embedding_path')	('features_parameters', 'clipping_value')	('features_parameters', 'number_of_negative_samples')	('features_parameters', 'walk_length')	('features_parameters', 'iterations')	('features_parameters', 'window_size')	('features_parameters', 'max_neighbours')	('features_parameters', 'central_nodes_embedding_path')	('features_parameters', 'contextual_nodes_embedding_path')	('features_parameters', 'normalize_by_degree')	('features_parameters', 'stochastic_downsample_by_degree')	('features_parameters', 'normalize_learning_rate_by_degree')	('features_parameters', 'return_weight')	('features_parameters', 'explore_weight')
1	test	0.007185042262073829	1.0	True	False	0.6391162029459903	0.6699999999999999	0.5	0.27004909983633385	0.2877285318559557	0.33	0.6691672918229558	0.28294063275190756	0.45171849427168576	0.440296443928976	0.38227146814404434	0.5482815057283142	0.2782324058919805	3.2808519982433033	0.6391162029459901	1.6159420289855073	0.6714994399737313	0.7299509001636661	0.49253731343283574	0.5028184892897407	0.6177285318559557	0.7199702133016894	0.7744599511492968	4.401201486587524	0.005911111831665039	1689629358.7975116	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.4928407669067383	2.2781670093536377	9.059906005859375e-06	2.384185791015625e-06	2.86102294921875e-06	First-order LINE	294		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	False	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.643947655398037	0.6379310344827587	0.5	0.37786259541984735	0.2884441473675934	0.3620689655172414	0.6360089186176142	0.28816959842027384	0.33424209378407854	0.4229566488237595	0.3494868871151653	0.6657579062159215	0.287895310796074	3.279499728113104	0.6439476553980371	1.861337683523654	0.6361670690121636	0.6221374045801527	0.5675675675675677	0.4662852472415202	0.6505131128848347	0.6837483900966715	0.6269921463069725	4.256869792938232	0.00545191764831543	1689629365.7940753	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.4097886085510254	2.2218854427337646	2.384185791015625e-05	3.0994415283203125e-06	4.76837158203125e-06	First-order LINE	336		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	False	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.5924713584288053	0.5875968992248062	0.5	0.4353518821603928	0.1855171765211665	0.4124031007751938	0.5808080808080808	0.1852297239904478	0.3797054009819967	0.4505611886381584	0.40207972270363956	0.6202945990180033	0.18494271685761055	2.118793751620431	0.5924713584288053	1.4870689655172415	0.5810460904209974	0.5646481178396072	0.7018469656992083	0.4092526690391459	0.5979202772963604	0.6382282271825052	0.6023857695036352	4.256869792938232	0.00545191764831543	1689629365.7940753	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.4097886085510254	2.2218854427337646	2.384185791015625e-05	3.0994415283203125e-06	4.76837158203125e-06	First-order LINE	336		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	False	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.7069247546346783	0.74373795761079	0.5	0.21755725190839692	0.4235105772223484	0.25626204238921	0.7275031685678074	0.41865217610069927	0.3685932388222465	0.40700426889794755	0.32022738038844145	0.6314067611777535	0.4138495092693566	6.160853316723763	0.7069247546346783	2.1227810650887573	0.7293031993391335	0.7824427480916031	0.3445595854922279	0.5717131474103586	0.6797726196115585	0.795511654927107	0.8042741186492031	4.297750949859619	0.004553556442260742	1689629370.333428	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.4097886085510254	2.2218854427337646	2.384185791015625e-05	3.0994415283203125e-06	4.76837158203125e-06	First-order LINE	336		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	False	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.679214402618658	0.6958855098389982	0.5	0.2782324058919804	0.36104388087972206	0.3041144901610018	0.6923076923076923	0.35973396678929637	0.3633387888707038	0.4150363147980737	0.33484162895927605	0.6366612111292962	0.3584288052373159	4.545548489666135	0.679214402618658	1.9864864864864862	0.6928850966551905	0.7217675941080196	0.4370179948586119	0.5294117647058824	0.665158371040724	0.7454656984203942	0.7812331190518668	4.297750949859619	0.004553556442260742	1689629370.333428	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.4097886085510254	2.2218854427337646	2.384185791015625e-05	3.0994415283203125e-06	4.76837158203125e-06	First-order LINE	336		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	False	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.6357688113413305	0.6353260869565218	0.5	0.36586695747001086	0.2715405289696511	0.36467391304347824	0.6351720371381758	0.27153907582226766	0.36259541984732824	0.43057990338774615	0.36378555798687084	0.6374045801526718	0.2715376226826609	3.046842889638404	0.6357688113413305	1.748872180451128	0.6351728897042953	0.6341330425299891	0.573994867408041	0.4653861544617847	0.6362144420131292	0.6704627483532309	0.6068515334681702	4.3049845695495605	0.006439208984375	1689629377.3586068	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.39350962638855	2.195591926574707	7.867813110351562e-06	1.9073486328125e-06	3.814697265625e-06	First-order LINE	378		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	False	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.5883797054009821	0.5851735015772871	0.5	0.4304418985270049	0.17701023627116452	0.4148264984227129	0.5804837364470392	0.17688477907724984	0.3927986906710311	0.45368768417606575	0.40816326530612246	0.6072013093289689	0.1767594108019641	2.0454372623574146	0.588379705400982	1.45	0.5805905674347643	0.5695581014729951	0.7088948787061994	0.408930669800235	0.5918367346938775	0.6259974659877157	0.5907702978103978	4.3049845695495605	0.006439208984375	1689629377.3586068	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.39350962638855	2.195591926574707	7.867813110351562e-06	1.9073486328125e-06	3.814697265625e-06	First-order LINE	378		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	False	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.6886586695747001	0.7382920110192838	0.5	0.20719738276990185	0.3944291951348071	0.26170798898071623	0.7180246913580247	0.38577840062800955	0.4154852780806979	0.41992931892332436	0.34386281588447654	0.5845147219193021	0.37731733914940024	5.382953446608648	0.6886586695747001	1.9081364829396326	0.7212400965204123	0.7928026172300982	0.3544776119402985	0.5600924499229584	0.6561371841155235	0.774771476972585	0.7822733890577752	4.302350759506226	0.0061070919036865234	1689629381.9040983	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.39350962638855	2.195591926574707	7.867813110351562e-06	1.9073486328125e-06	3.814697265625e-06	First-order LINE	378		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	False	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.6710310965630115	0.6975425330812854	0.5	0.2618657937806874	0.34833618387493637	0.30245746691871456	0.691717791411043	0.345184934493686	0.39607201309328965	0.42280604396644267	0.3492063492063492	0.6039279869067103	0.34206219312602304	4.2980113636363635	0.6710310965630114	1.8636363636363638	0.6930894998780027	0.7381342062193126	0.43360433604336046	0.5287221570926143	0.6507936507936508	0.7266615057818875	0.7706411726507915	4.302350759506226	0.0061070919036865234	1689629381.9040983	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.39350962638855	2.195591926574707	7.867813110351562e-06	1.9073486328125e-06	3.814697265625e-06	First-order LINE	378		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	False	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.6243184296619411	0.6233766233766234	0.5	0.37949836423118866	0.24865134865134864	0.37662337662337664	0.6228790366721402	0.24864410388207273	0.3718647764449291	0.43634750103019454	0.3747252747252747	0.6281352235550709	0.24863685932388213	2.7618566083527156	0.6243184296619411	1.6686217008797655	0.6228836085801754	0.6205016357688113	0.6041666666666666	0.4523052464228935	0.6252747252747253	0.6653500045784878	0.6062265832984544	4.2992613315582275	0.004676342010498047	1689629388.9614704	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.41568922996521	2.2289445400238037	8.106231689453125e-06	3.0994415283203125e-06	3.337860107421875e-06	First-order LINE	420		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	False	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.6014729950900164	0.5909090909090908	0.5	0.45662847790507366	0.20572390572390553	0.4090909090909091	0.576889661164205	0.2043302272079237	0.34042553191489366	0.4418151878266894	0.3851851851851852	0.6595744680851063	0.2029459901800328	2.305555555555555	0.6014729950900164	1.5961538461538458	0.5779903647401367	0.5433715220949263	0.6923076923076924	0.4053724053724054	0.6148148148148148	0.6383032296602655	0.5879207478188416	4.2992613315582275	0.004676342010498047	1689629388.9614704	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.41568922996521	2.2289445400238037	8.106231689453125e-06	3.0994415283203125e-06	3.337860107421875e-06	First-order LINE	420		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	False	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.707742639040349	0.7445442875481386	0.5	0.21701199563794982	0.42511300792728557	0.2554557124518614	0.7281947261663286	0.4202715744782059	0.3675027262813523	0.4065627202673944	0.31943127962085305	0.6324972737186477	0.4154852780806979	6.209683431996778	0.707742639040349	2.130563798219584	0.7299843451752253	0.7829880043620502	0.3431034482758621	0.5725677830940988	0.680568720379147	0.787097048480834	0.7981114390281272	4.32506537437439	0.005444049835205078	1689629393.5180383	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.41568922996521	2.2289445400238037	8.106231689453125e-06	3.0994415283203125e-06	3.337860107421875e-06	First-order LINE	420		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	False	None	f32	False														
1	test	0.007185042262073829	1.0	True	False	0.6669394435351883	0.69921875	0.5	0.2520458265139116	0.34288072183098595	0.30078125	0.691900075700227	0.3383498689268506	0.4140752864157119	0.4266219654438214	0.35633802816901405	0.5859247135842881	0.3338788870703766	4.199117088445153	0.6669394435351882	1.806324110671937	0.6938513227956483	0.7479541734860884	0.43016759776536306	0.5289351851851852	0.643661971830986	0.736958274514426	0.7741506128476895	4.32506537437439	0.005444049835205078	1689629393.5180383	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.4080276489257812e-05	1.430511474609375e-06	2.1457672119140625e-06	2.41568922996521	2.2289445400238037	8.106231689453125e-06	3.0994415283203125e-06	3.337860107421875e-06	First-order LINE	420		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	False	None	f32	False														
0	train	0.007185042262073829	1.0	True	False	0.6802071973827699	0.6729461015175301	0.5	0.3407851690294439	0.3610508254788276	0.3270538984824699	0.6733500417710944	0.36073246976748596	0.2988004362050164	0.40236109986589536	0.3118952760387024	0.7011995637949836	0.3604143947655398	4.539486131386859	0.6802071973827699	2.206204379562043	0.6735048918131092	0.6592148309705561	0.4860031104199068	0.5075566750629723	0.6881047239612976	0.7471928518508388	0.7138810403906365	4.9695143699646	0.005928993225097656	1689629401.840962	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.002716064453125e-05	1.1920928955078125e-06	1.6689300537109375e-06	2.760146379470825	2.5759568214416504	1.3113021850585938e-05	1.9073486328125e-06	3.814697265625e-06	Second-order LINE	42		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False	None													
1	test	0.007185042262073829	1.0	True	False	0.6063829787234043	0.5883152173913043	0.5	0.4959083469721768	0.2220600733583824	0.4116847826086957	0.5615314494074749	0.2173633458493055	0.29132569558101473	0.431886569711659	0.3662551440329218	0.7086743044189853	0.2127659574468086	2.472725924277821	0.6063829787234043	1.7303370786516854	0.5652127847477657	0.5040916530278232	0.6997690531177829	0.39036755386565275	0.6337448559670782	0.652457268677626	0.6411392645972572	4.9695143699646	0.005928993225097656	1689629401.840962	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.002716064453125e-05	1.1920928955078125e-06	1.6689300537109375e-06	2.760146379470825	2.5759568214416504	1.3113021850585938e-05	1.9073486328125e-06	3.814697265625e-06	Second-order LINE	42		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False	None													
0	train	0.007185042262073829	1.0	True	False	0.7690839694656488	0.7526881720430108	0.5	0.26335877862595425	0.540443274083827	0.24731182795698925	0.7613412228796844	0.5393044065488206	0.1984732824427481	0.3417009807868479	0.21224489795918366	0.8015267175572519	0.5381679389312977	11.295986622073576	0.7690839694656488	3.7115384615384612	0.7617695717938483	0.7366412213740458	0.3285714285714286	0.6146496815286624	0.7877551020408163	0.8244610763132827	0.8291573520914602	5.038827896118164	0.0063512325286865234	1689629407.2789881	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.002716064453125e-05	1.1920928955078125e-06	1.6689300537109375e-06	2.760146379470825	2.5759568214416504	1.3113021850585938e-05	1.9073486328125e-06	3.814697265625e-06	Second-order LINE	42		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	True	None	f32	False	None													
1	test	0.007185042262073829	1.0	True	False	0.6906710310965629	0.6559571619812583	0.5	0.4206219312602292	0.40122031987599516	0.34404283801874164	0.6519337016574586	0.3911549362788327	0.19803600654664488	0.36894319718667196	0.25473684210526315	0.8019639934533551	0.38134206219312583	5.5780300350516105	0.690671031096563	2.925619834710743	0.6571066345152479	0.5793780687397708	0.5244897959183674	0.48360655737704916	0.7452631578947368	0.7316357772533557	0.7477621923550611	5.038827896118164	0.0063512325286865234	1689629407.2789881	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.002716064453125e-05	1.1920928955078125e-06	1.6689300537109375e-06	2.760146379470825	2.5759568214416504	1.3113021850585938e-05	1.9073486328125e-06	3.814697265625e-06	Second-order LINE	42		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	True	None	f32	False	None													
0	train	0.007185042262073829	1.0	True	False	0.6785714285714286	0.6659908768373036	0.5	0.3593238822246456	0.359206216070342	0.3340091231626964	0.6659110229526778	0.35817305078807427	0.2835332606324973	0.3994883814267361	0.30678466076696165	0.7164667393675027	0.3571428571428572	4.5055153495972915	0.6785714285714286	2.2596153846153846	0.6664281749162083	0.6406761177753544	0.5015220700152208	0.49915038232795245	0.6932153392330384	0.7458077106490869	0.7183502094581093	4.996851682662964	0.007982730865478516	1689629415.7515879	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.002716064453125e-05	1.1920928955078125e-06	1.6689300537109375e-06	2.866929531097412	2.6418144702911377	2.5510787963867188e-05	4.291534423828125e-06	1.049041748046875e-05	Second-order LINE	84		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False	None													
1	test	0.007185042262073829	1.0	True	False	0.6178396072013093	0.5983606557377049	0.5	0.48117839607201307	0.2452994312479091	0.4016393442622951	0.5758401453224341	0.24044121370912339	0.2831423895253683	0.4248718993103987	0.35306122448979593	0.7168576104746317	0.23567921440261852	2.729857260823404	0.6178396072013094	1.8323699421965316	0.5793494741116212	0.5188216039279869	0.6712328767123288	0.40433673469387754	0.6469387755102041	0.6810037474452281	0.6653907336336646	4.996851682662964	0.007982730865478516	1689629415.7515879	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.002716064453125e-05	1.1920928955078125e-06	1.6689300537109375e-06	2.866929531097412	2.6418144702911377	2.5510787963867188e-05	4.291534423828125e-06	1.049041748046875e-05	Second-order LINE	84		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	100	0.05	0.9	False	True	None	f32	False	None													
0	train	0.007185042262073829	1.0	True	False	0.7799890948745911	0.7586901763224181	0.5	0.2611777535441657	0.5638000990793997	0.24130982367758186	0.7705430764856411	0.5618858948780363	0.17884405670665215	0.3297598182327166	0.19489007724301843	0.8211559432933478	0.5599781897491822	12.988377717806404	0.779989094874591	4.1310975609756095	0.7712542523546929	0.7388222464558343	0.31806108897742363	0.6267345050878816	0.8051099227569816	0.8309212036309191	0.8325601827547381	5.075290203094482	0.005965232849121094	1689629421.2195075	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		2.002716064453125e-05	1.1920928955078125e-06	1.6689300537109375e-06	2.866929531097412	2.6418144702911377	2.5510787963867188e-05	4.291534423828125e-06	1.049041748046875e-05	Second-order LINE	84		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	100	0.05	0.9	False	True	None	f32	False	None													
